repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
60436054,C,"Collection of one-file C/C++ libraries with no dependencies, primarily used for games",3670,1389,357,13,16,05 June 2016,18 February 2018,tinyheaders,
60491230,Objective-C,???????????QQ?????????????????????????????????????????FPS?57-60????????,14328,1197,63,2,2,06 June 2016,30 January 2018,WeChat,
60541883,Objective-C,? ???????,42968,1041,164,1,1,06 June 2016,29 June 2017,WXSTransition,
60626727,Python,TensorLayer: A Deep Learning and Reinforcement Learning Library for Researchers and Engineers.,47313,3353,1833,57,91,07 June 2016,15 March 2018,tensorlayer,
60655360,C,LZFSE compression library and command line tool,95,1395,55,8,9,08 June 2016,22 May 2017,lzfse/lzfse,
60655833,Swift,Lightweight Swift Dependency Injection Framework,824,1030,129,6,9,08 June 2016,15 March 2018,Cleanse,
60696763,Go,"Introduce blockchain related technologies, from theory to practice with bitcoin, ethereum and hyperledger.",13376,3651,543,28,30,08 June 2016,14 March 2018,blockchain_guide,
60708386,Python,"code for the paper ""Improved Techniques for Training GANs""",16684,1231,36,4,5,08 June 2016,21 May 2017,improved-gan,
60745965,Objective-C,Implicitly make every view controller has its own navigation bar,5889,1174,92,3,3,09 June 2016,11 February 2018,RTRootNavigationController,
60779483,JavaScript,:gem: Cloudflare UI Framework,9586,1259,884,22,27,09 June 2016,25 September 2017,cloudflare/cf-ui,
60807171,JavaScript,Terminal task list,766,1367,79,15,15,09 June 2016,08 December 2017,listr,
60857280,Python,TensorFlow implementation of Deep Reinforcement Learning papers,608,1150,66,5,5,10 June 2016,16 November 2017,deep-rl-tensorflow,
60904803,JavaScript,a library to create multi device experiments,40632,2082,238,5,5,11 June 2016,25 June 2017,paulsonnentag/swip,
60926468,Python,Remarkable - The Markdown Editor for Linux http://remarkableapp.github.io,184,977,51,6,7,11 June 2016,06 January 2018,Remarkable,
60957572,Java,"A clean, minimal, highly customizable pin lock view for Android",358,1034,50,5,6,12 June 2016,09 March 2018,PinLockView,
61009870,Java,Step indicator for onboarding or simple viewpager,1866,1238,80,5,6,13 June 2016,22 September 2017,stepper-indicator,
61020125,Objective-C,"?The screen opening advertising solutions - ?????????????-????/??????,mp4????,??/???????iPhone/iPad.",36634,2012,249,6,6,13 June 2016,11 March 2018,XHLaunchAd,
61079960,Java,":strawberry: It's just like SpringMVC. Android web server, android web framework.",3539,1008,45,3,3,14 June 2016,11 March 2018,AndServer,
61117729,Java,Spotlight is an Android library used to onboard users by showcasing specific features in the app.,422,1060,56,6,6,14 June 2016,27 October 2017,Spotlight,
61155730,JavaScript,A starter kit for universal react applications.,3100,1520,624,25,25,14 June 2016,15 March 2018,react-universally,
61170304,Java,"Awesome Android references for everything like best practices, performance optimization, etc.",109,1750,151,5,6,15 June 2016,07 March 2018,awesome-android-complete-reference,
61171677,PHP,Payment?php??????????sdk???????????????????????????????????????????????????????????????????????,926,1216,357,5,7,15 June 2016,26 January 2018,payment,
61201489,Java,Android App of SealTalk powered by RongCloud. ??????? Android ??????IM????? - ???,111860,1280,148,4,7,15 June 2016,14 March 2018,sealtalk-android,
61219754,Go,Upspin: A framework for naming everyone's everything.,67024,4577,2274,48,54,15 June 2016,15 March 2018,upspin,
61242660,JavaScript,A cross-platform Tab View component for React Native,4540,1761,442,34,35,15 June 2016,13 March 2018,react-native-tab-view,
61292682,C++,Open-Source Vulkan C++ API,2816,953,213,12,12,16 June 2016,12 March 2018,Vulkan-Hpp,
61403402,C#,"The UWP Community Toolkit is a collection of helper functions, custom controls, and app services. It simplifies and demonstrates common developer tasks building UWP apps for Windows 10. The toolkit is part of the .NET Foundation.",342576,1770,4537,124,157,17 June 2016,14 February 2018,Microsoft/UWPCommunityToolkit,
61412022,JavaScript,A completely customizable framework for building rich text editors.,186385,6588,2146,137,137,18 June 2016,13 February 2018,ianstormtaylor/slate,
61421257,JavaScript,Born to build better enterprise frameworks and apps with Node.js & Koa,41116,7330,610,103,105,18 June 2016,12 March 2018,egg,
61435800,Java,An android image compression library.,840,3103,48,6,8,18 June 2016,04 January 2018,zetbaitsu/Compressor,
61446080,Java,??????????SSM???SpringMVC + Spring + MyBatis,12386,2487,22,4,5,18 June 2016,11 March 2018,ssm,
61471841,Java,"?????????????????????View????????????????????????????????????????????????,????fragment",5343,2277,28,1,1,19 June 2016,15 September 2017,binIoter/GuideView,
61490598,PHP,A pure PHP library for reading and writing spreadsheet files,24959,2169,1776,127,138,19 June 2016,14 March 2018,PhpSpreadsheet,
61500246,Java,ExpandingPager is a card peek/pop controller,21800,1680,26,2,4,19 June 2016,15 November 2017,qs-lll/ExpandingPager,
61613985,Java,a simple loadingview for android with animation,56113,1965,57,1,1,21 June 2016,24 July 2017,ldoublem/LoadingView,
61652964,JavaScript,Chrome extension for full text history search!,9590,1469,175,12,12,21 June 2016,08 July 2017,lengstrom/falcon,
61661892,Go,Network Diagnostic Tool,29100,1952,656,7,7,21 June 2016,23 November 2017,mehrdadrad/mylg,
61687257,Java,Step by step?just use HorizontalStepView?VerticalStepView. step indicator?flow indicator?timeline?order process?express status,16297,3034,106,3,3,22 June 2016,17 April 2017,baoyachi/StepView,
61715431,JavaScript,????? Node.js API service,8498,3571,273,12,13,22 June 2016,28 February 2018,NeteaseCloudMusicApi,
61745494,JavaScript,Find relevant emoji from text on the command-line :open_mouth: :sparkles: :raised_hands: :horse: :boom: :see_no_evil:,561,1435,32,5,5,22 June 2016,20 July 2017,sindresorhus/emoj,
61755229,Go,IronFunctions - the serverless microservices platform by,7072,2013,900,31,134,22 June 2016,07 February 2018,iron-io/functions,
61786082,Java,MagicaSakura ? Android ??????~ is an Android multi theme library which supporting both daily colorful theme and night theme. ,3032,2541,55,7,8,23 June 2016,24 November 2017,Bilibili/MagicaSakura,
61802818,PHP,Log activity inside your Laravel app,204,1407,234,47,47,23 June 2016,07 March 2018,laravel-activitylog,
61856025,Java,Android ???????????????????????????,521,1091,128,3,3,24 June 2016,06 January 2018,BGAPhotoPicker-Android,
61861755,JavaScript,"The Alexa Skills Kit SDK for Node.js helps you get a skill up and running quickly, letting you focus on skill logic instead of boilerplate code.",215,1849,111,28,32,24 June 2016,15 March 2018,alexa-skills-kit-sdk-for-nodejs,
61897895,Java,WechatLuckyMoney(??????),11951,1155,89,4,4,24 June 2016,12 March 2018,WechatLuckyMoney,
61919271,JavaScript,A developer tool to visualize a React application's component hierarchy.,6318,2216,447,5,8,25 June 2016,09 May 2017,team-gryff/react-monocle,
61980073,Java,"A powerful, customizable and extensible ViewPager indicator framework. As the best alternative of ViewPagerIndicator, TabLayout and PagerSlidingTabStrip   ——   ??????????? ViewPager ???????ViewPagerIndicator?TabLayout?PagerSlidingTabStrip?????????????????ViewPager????????hide()?show()??Fragment???setVisibility??FrameLayout??View???http://www.jianshu.com/p/f3022211821c",54764,3892,152,1,1,26 June 2016,03 October 2017,hackware1993/MagicIndicator,
62032720,Python,":zap: A distributed crawler for weibo, building with celery and requests.",1824,2112,809,8,10,27 June 2016,13 March 2018,weibospider,
62087941,PHP,Module Management In Laravel,652,1138,553,36,41,27 June 2016,12 March 2018,laravel-modules,
62095504,Python,Python datetimes made easy,1501,2371,444,37,37,27 June 2016,10 February 2018,sdispater/pendulum,
62104779,JavaScript,Vue component allowing drag-and-drop sorting in sync with View-Model. Based on Sortable.js,1932,3261,248,16,17,28 June 2016,08 March 2018,Vue.Draggable,
62231847,Python,A platform for developing AI systems as described in A Roadmap towards Machine Intelligence - http://arxiv.org/abs/1511.08130,509,1235,180,7,18,29 June 2016,27 December 2017,CommAI-env,
62256097,C#,.NET core API Gateway,2161,1166,668,16,22,29 June 2016,14 March 2018,Ocelot,
62270065,Java,Android slanted TextView .,760,1504,25,2,2,30 June 2016,21 April 2017,HeZaiJin/SlantedTextView,
62392794,Swift,TinyPNG client for Mac,20656,1521,41,2,2,01 July 2016,13 July 2017,TinyPNG4Mac,
62458409,Python,Deep Reinforcement Learning for Keras.,1320,2277,226,24,25,02 July 2016,14 March 2018,keras-rl,
62535969,Python,Hide screen when boss is approaching.,29657,4782,59,3,3,04 July 2016,26 January 2017,BossSensor,
62540781,Java,chrome browser of android version from chromium open project,92753,1963,66,5,5,04 July 2016,01 February 2018,JackyAndroid/AndroidChromium,
62564394,JavaScript,:octocat: ? Aquarelle is a watercolor js effect by @Ramotion,10900,1632,38,5,5,04 July 2016,02 December 2017,Ramotion/aquarelle,
62599377,JavaScript,Big-O Complexities / Poster of common algorithms used in Computer Science,360,1335,12,2,3,05 July 2016,15 September 2017,ro31337/bigoposter,
62611784,Java,This is a UI lib for Android. Effects like shining.,2504,3032,100,2,3,05 July 2016,19 January 2018,ChadCSong/ShineButton,
62789844,Java,Dubbo Spring Boot ??,33,44,26,5,7,07 July 2016,12 February 2018,spring-boot-starter-dubbo,
62846083,Go,go chart is a basic charting library in native golang.,8429,1624,367,6,7,08 July 2016,25 February 2018,go-chart,
62890617,Ruby,"Run your application at full speed while syncing your code for development, finally empowering you to utilize docker for development under OSX/Windows/*Linux",2787,1588,641,46,48,08 July 2016,15 March 2018,docker-sync,
62925121,Python,"Python3 / Tensorflow implementation of PixelCNN++, as described in ""PixelCNN++: A PixelCNN Implementation with Discretized Logistic Mixture Likelihood and Other Modifications""",658,1132,62,5,8,09 July 2016,01 February 2018,pixel-cnn,
62994219,C,A text editor in less than 1000 LOC with syntax highlight and search.,20,3679,5,1,1,10 July 2016,23 January 2018,antirez/kilo,
63071966,Java,"A library for using EventBus between processes, useful in the IPC or plugin development.",304,1115,81,3,3,11 July 2016,18 May 2017,HermesEventBus,
63139140,Go,Realize is the #1 Golang Task Runner which enhance your workflow by automating the most common tasks and using the best performing Golang live reloading.,4066,2056,852,20,25,12 July 2016,09 February 2018,tockins/realize,
63226588,JavaScript,"A frontend framework for building admin SPAs on top of REST services, using React and Material Design",77777,3829,1949,118,129,13 July 2016,14 March 2018,admin-on-rest,
63303358,JavaScript,"? ?? A minimal, blazing fast UI library.",35842,4270,1834,6,7,14 July 2016,26 February 2018,moon,
63345617,Swift,Integrate your iOS apps in Swift with Facebook Platform.,1050,1293,74,11,12,14 July 2016,11 January 2018,facebook-sdk-swift,
63377929,JavaScript,Package for the JS version of closure-compiler for use via NPM,94,1710,119,15,16,15 July 2016,06 February 2018,google/closure-compiler-js,
63427304,Python,Persepolis Download Manager is a GUI for aria2.,28506,1782,1016,22,26,15 July 2016,26 February 2018,persepolis,
63452341,Java,An Android text view with scrolling text change animation,1614,2906,50,4,4,15 July 2016,16 January 2018,robinhood/ticker,
63499395,Java,Pokemon Go API,10261,1066,715,62,65,16 July 2016,09 February 2018,Grover-c13/PokeGOAPI-Java,
63537249,JavaScript,Create React apps with no build configuration.,5011,43206,1456,451,457,17 July 2016,13 February 2018,facebookincubator/create-react-app,
63567028,Objective-C,?? | ????| WeChat | ????? | moments| Github???????????????,154496,1504,92,3,4,18 July 2016,29 April 2017,nacker/LZEasemob3,
63584624,Java,Dynamic blur of image views for Android,6740,943,19,1,1,18 July 2016,25 August 2016,BlurredView,
63597213,JavaScript,inline css for react et al,1919,2916,749,43,43,18 July 2016,28 January 2018,threepointone/glamor,
63605558,Python,"A Library for Bayesian Deep Learning, Generative Models, Based on Tensorflow",982,1131,276,13,16,18 July 2016,09 March 2018,zhusuan,
63655543,JavaScript,A tiny javascript library for obfuscating and revealing text in DOM elements. :astonished:,564,1274,109,3,3,19 July 2016,28 August 2017,camwiegert/baffle,
63730796,Python,Electron App around PokemonGo-Map,34961,1888,80,13,16,19 July 2016,29 April 2017,mchristopher/PokemonGo-DesktopMap,
63731386,Go,"BuntDB is an embeddable, in-memory key/value database for Go with custom indexing and geospatial support",270,1728,98,6,7,19 July 2016,08 February 2018,tidwall/buntdb,
63752344,Java,A native Android client to map the Pokemon around you!,1178,1132,265,50,53,20 July 2016,26 January 2017,omkarmoghe/Pokemap,
63761831,Java,"Android ripple animation helper, easy to create Circular Reveal. | Android????????????View show/hide/startActivity()???(0.3.3)",198,1716,81,3,3,20 July 2016,24 September 2016,XunMengWinter/CircularAnim,
63773246,Python,"A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securities",13290,2421,1494,17,21,20 July 2016,08 March 2018,rqalpha,
63781933,Java,Material Design Search Bar for Android,2308,1306,104,6,10,20 July 2016,22 February 2018,MaterialSearchBar,
63832089,Python,TensorFlow CNN for fast style transfer! ????,11271,5435,52,12,12,21 July 2016,07 February 2018,lengstrom/fast-style-transfer,
63843099,Python,IPProxyPool??????????ip,9771,2418,119,12,14,21 July 2016,25 December 2017,IPProxyPool,
63978270,Java,"A powerful ItemDecoration for Recyclerview, supports the common layoutmanager.",32474,989,50,1,2,22 July 2016,10 January 2017,PinnedSectionItemDecoration,
64014601,C#,A full functional bot that can act like the normal phone app,1497242,1060,1016,23,32,23 July 2016,26 January 2018,Ar1i/PokemonGo-Bot,
64085193,JavaScript,Program learning to play Flappy Bird by machine learning (Neuroevolution),11472,3206,30,3,5,24 July 2016,11 February 2018,xviniette/FlappyLearning,
64168112,Python,"A fast, straightforward, reliable tool for performing massive, automated code refactoring",132,1495,146,8,9,25 July 2016,10 July 2017,Yelp/undebt,
64202095,Java,???????????????,10170,2769,76,5,8,26 July 2016,29 January 2018,yipianfengye/android-zxingLibrary,
64290739,C#,"Practical samples of aspnet core (1.1, 2.0 and 2.1) projects you can use. Readme contains explanations on all projects.",1479,1122,519,5,6,27 July 2016,11 March 2018,practical-aspnetcore,
64329846,Go,A tool to manage rack apps in development with puma,525,976,93,16,16,27 July 2016,23 January 2018,puma-dev,
64391404,Swift,This is a Review posting app that let user find interesting places near them,8612,1022,58,10,13,28 July 2016,29 January 2018,ColorMatchTabs,
64481146,Python,QQBot: A conversation robot base on Tencent's SmartQQ,1297,2094,423,20,23,29 July 2016,14 March 2018,qqbot,
64519183,JavaScript,Simple Vue.js input validation plugin,7131,3959,1929,133,149,30 July 2016,09 March 2018,vee-validate,
64612960,Java,Photopicker and document picker for android,366,1443,86,8,9,31 July 2016,11 February 2018,Android-FilePicker,
64654523,Go,"OpenEBS is containerized block storage written in Go for cloud native and other environments w/ per container (or pod) QoS SLAs, tiering and replica policies across AZs and environments, and predictable and scalable performance.  ",9549,5060,1456,73,77,01 August 2016,14 March 2018,openebs,
